date,county,commodity,commodity_group,retail_mean,retail_std,retail_min,retail_max,wholesale_mean,wb_price
2024-02-29,Nyeri,White Sorghum,sorghum,,,,,,
2024-02-29,Siaya,Beans Rosecoco,beans,,,,,,
2024-02-29,Siaya,Red Sorghum,sorghum,,,,,,
2024-02-29,Taita-Taveta,Green Maize,maize,,,,,,
2024-02-29,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2024-02-29,Tharaka-Nithi,Green Maize,maize,,,,,,
2024-02-29,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2024-02-29,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2024-02-29,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2024-02-29,Trans-Nzoia,Green Maize,maize,,,,,,
2024-02-29,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2024-02-29,Wajir,Green Maize,maize,,,,,,
2024-03-31,Bomet,Red Sorghum,sorghum,,,,,,
2024-03-31,Bungoma,Beans Rosecoco,beans,,,,,,
2024-03-31,Bungoma,Green Maize,maize,,,,,,
2024-03-31,Bungoma,Red Sorghum,sorghum,,,,,,
2024-03-31,Bungoma,White Sorghum,sorghum,,,,,,
2024-03-31,Busia,Beans Rosecoco,beans,,,,,,
2024-03-31,Kirinyaga,Beans Rosecoco,beans,,,,,,
2024-03-31,Kirinyaga,Green Maize,maize,,,,,,
2024-03-31,Kirinyaga,Red Sorghum,sorghum,,,,,,
2024-03-31,Kirinyaga,White Sorghum,sorghum,,,,,,
2024-03-31,Kisii,Beans Rosecoco,beans,,,,,,
2024-03-31,Kisii,Red Sorghum,sorghum,,,,,,
2024-03-31,Kisumu,Beans Rosecoco,beans,,,,,,
2024-03-31,Kisumu,Green Maize,maize,,,,,,
2024-03-31,Kisumu,Red Sorghum,sorghum,,,,,,
2024-03-31,Kisumu,White Sorghum,sorghum,,,,,,
2024-03-31,Kitui,Beans Rosecoco,beans,,,,,,
2024-03-31,Kitui,Green Maize,maize,,,,,,
2024-03-31,Kitui,Red Sorghum,sorghum,,,,,,
2024-03-31,Kitui,White Sorghum,sorghum,,,,,,
2024-03-31,Kwale,Beans Rosecoco,beans,,,,,,
2024-03-31,Makueni,Green Maize,maize,,,,,,
2024-03-31,Meru,Beans Rosecoco,beans,,,,,,
2024-03-31,Meru,Green Maize,maize,,,,,,
2024-03-31,Meru,Red Sorghum,sorghum,,,,,,
2024-03-31,Meru,White Sorghum,sorghum,,,,,,
2024-03-31,Migori,Beans Rosecoco,beans,,,,,,
2024-03-31,Migori,Red Sorghum,sorghum,,,,,,
2024-03-31,Muranga,Green Maize,maize,,,,,,
2024-03-31,Nairobi,Beans Rosecoco,beans,,,,,,
2024-03-31,Nairobi,Green Maize,maize,,,,,,
2024-03-31,Nairobi,Red Sorghum,sorghum,,,,,,
2024-03-31,Nairobi,White Sorghum,sorghum,,,,,,
2024-03-31,Nakuru,Beans Rosecoco,beans,,,,,,
2024-03-31,Nakuru,Green Maize,maize,,,,,,
2024-03-31,Nakuru,Red Sorghum,sorghum,,,,,,
2024-03-31,Nakuru,White Sorghum,sorghum,,,,,,
2024-03-31,Nandi,Beans Rosecoco,beans,,,,,,
2024-03-31,Nandi,Green Maize,maize,,,,,,
2024-03-31,Nandi,Red Sorghum,sorghum,,,,,,
2024-03-31,Nandi,White Sorghum,sorghum,,,,,,
2024-03-31,Nyamira,Beans Rosecoco,beans,,,,,,
2024-03-31,Nyamira,Green Maize,maize,,,,,,
2024-03-31,Nyamira,Red Sorghum,sorghum,,,,,,
2024-03-31,Nyeri,Beans Rosecoco,beans,,,,,,
2024-03-31,Nyeri,Green Maize,maize,,,,,,
2024-03-31,Nyeri,Red Sorghum,sorghum,,,,,,
2024-03-31,Nyeri,White Sorghum,sorghum,,,,,,
2024-03-31,Samburu,Beans Rosecoco,beans,,,,,,
2024-03-31,Samburu,Red Sorghum,sorghum,,,,,,
2024-03-31,Samburu,White Sorghum,sorghum,,,,,,
2024-03-31,Siaya,Beans Rosecoco,beans,,,,,,
2024-03-31,Siaya,Red Sorghum,sorghum,,,,,,
2024-03-31,Taita-Taveta,Beans Rosecoco,beans,,,,,,
2024-03-31,Taita-Taveta,Green Maize,maize,,,,,,
2024-03-31,Tharaka-Nithi,Beans Rosecoco,beans,,,,,,
2024-03-31,Tharaka-Nithi,Green Maize,maize,,,,,,
2024-03-31,Tharaka-Nithi,Red Sorghum,sorghum,,,,,,
2024-03-31,Tharaka-Nithi,White Sorghum,sorghum,,,,,,
2024-03-31,Trans-Nzoia,Beans Rosecoco,beans,,,,,,
2024-03-31,Trans-Nzoia,Green Maize,maize,,,,,,
2024-03-31,Trans-Nzoia,Red Sorghum,sorghum,,,,,,
2024-03-31,Uasin-Gishu,Red Sorghum,sorghum,,,,,,
2024-03-31,Vihiga,Beans Rosecoco,beans,,,,,,
2024-04-30,Bomet,Beans Rosecoco,beans,,,,,,
2024-04-30,Bomet,Dry Maize,maize,,,,,,
2024-04-30,Bomet,Green Maize,maize,,,,,,
2024-04-30,Bomet,Red Sorghum,sorghum,,,,,,
2024-04-30,Busia,Beans Rosecoco,beans,,,,,,
2024-04-30,Busia,Dry Maize,maize,,,,,,
2024-04-30,Busia,Green Maize,maize,,,,,,
2024-04-30,Kirinyaga,Beans Rosecoco,beans,,,,,,
2024-04-30,Kirinyaga,Dry Maize,maize,,,,,,
2024-04-30,Kirinyaga,Green Maize,maize,,,,,,
2024-04-30,Kirinyaga,Red Sorghum,sorghum,,,,,,
2024-04-30,Kisii,Beans Rosecoco,beans,,,,,,
2024-04-30,Kisii,Dry Maize,maize,,,,,,
2024-04-30,Kisii,Green Maize,maize,,,,,,
2024-04-30,Kisii,Red Sorghum,sorghum,,,,,,
2024-04-30,Kisumu,Beans Rosecoco,beans,,,,,,
2024-04-30,Kisumu,Dry Maize,maize,,,,,,
2024-04-30,Kisumu,Green Maize,maize,,,,,,
2024-04-30,Kisumu,Red Sorghum,sorghum,,,,,,
2024-04-30,Kitui,Beans Rosecoco,beans,,,,,,
2024-04-30,Kitui,Dry Maize,maize,,,,,,
2024-04-30,Kitui,Green Maize,maize,,,,,,
2024-04-30,Kitui,Red Sorghum,sorghum,,,,,,
2024-04-30,Kitui,White Sorghum,sorghum,,,,,,
2024-04-30,Makueni,Dry Maize,maize,,,,,,
